"work_year","experience_level","employment_type","job_title","salary_currency","employee_residence","remote_ratio","company_location","company_size","log_salary"
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.0257490913989
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.7199396343546
2022,"SE","FT","Data Engineer","GBP","GB",0,"GB","M",11.2711850591236
2022,"SE","FT","Data Engineer","GBP","GB",0,"GB","M",11.0888584084624
2022,"SE","FT","Data Scientist","USD","US",0,"US","M",11.9183905730784
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.2619802774685
2022,"SE","FT","Data Architect","USD","CA",100,"CA","M",12.1673318172137
2022,"SE","FT","Data Architect","USD","CA",100,"CA","M",11.4153126361032
2022,"SE","FT","Data Analyst","USD","CA",100,"CA","M",11.7752897294377
2022,"SE","FT","Data Analyst","USD","CA",100,"CA","M",11.0235351219243
2022,"SE","FT","Data Analyst","USD","CA",100,"CA","M",11.7752897294377
2022,"SE","FT","Data Analyst","USD","CA",100,"CA","M",11.0235351219243
2022,"SE","FT","Data Engineer","USD","US",0,"US","L",11.982929094216
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8393473657379
2022,"SE","FT","Data Engineer","USD","US",0,"US","M",11.8204101647182
2022,"MI","FT","Data Analyst","USD","US",0,"US","S",10.9681982895286
2022,"EX","FT","Analytics Engineer","USD","US",100,"US","M",11.8130300574206
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.0435537160324
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.7199396343546
2022,"SE","FT","Machine Learning Engineer","USD","US",0,"US","M",12.152935547117
2022,"SE","FT","Machine Learning Engineer","USD","US",0,"US","M",12.0136765101646
2022,"MI","FT","ETL Developer","EUR","GR",0,"GR","M",10.9143063402536
2022,"MI","FT","ETL Developer","EUR","GR",0,"GR","M",10.9143063402536
2022,"EX","FT","Lead Data Engineer","CAD","CA",100,"CA","S",11.680023394826
2022,"SE","FT","Data Analyst","USD","US",0,"US","M",11.7905572015685
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.0161220615717
2022,"SE","FT","Data Architect","USD","US",100,"US","M",12.2490123960214
2022,"SE","FT","Data Architect","USD","US",100,"US","M",11.9036152874962
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.8276924082308
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.5285034949335
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.7665982213193
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.4478534682265
2022,"EX","FT","Head of Machine Learning","INR","IN",50,"IN","L",11.2776966805199
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.7929785102575
2022,"EN","FT","Machine Learning Engineer","GBP","GB",100,"GB","L",10.5267486056319
2022,"SE","FT","Data Analyst","USD","US",0,"US","M",12.0076217068063
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.9511803959014
2022,"MI","FT","Machine Learning Engineer","GBP","GB",0,"GB","M",11.7307187289891
2022,"MI","FT","Machine Learning Engineer","GBP","GB",0,"GB","M",11.4943337042791
2022,"MI","FT","AI Scientist","USD","US",0,"US","M",11.6952470217642
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.6342577501378
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.4111141988235
2022,"SE","FT","Data Analytics Manager","USD","US",100,"US","M",11.8844890214027
2022,"SE","FT","Data Analytics Manager","USD","US",100,"US","M",11.5655179150894
2022,"MI","FT","Machine Learning Engineer","EUR","FR",100,"DE","M",11.38431906748
2022,"MI","FT","Data Engineer","GBP","GB",0,"GB","M",11.6766501672318
2022,"SE","FT","Data Scientist","USD","US",100,"US","L",12.2797876833525
2022,"SE","FT","Data Scientist","USD","US",100,"US","L",11.9716153343157
2022,"SE","FT","Data Engineer","USD","US",100,"US","L",12.2505678854167
2022,"SE","FT","Data Engineer","USD","US",100,"US","L",11.9485964151355
2022,"SE","FT","Data Analyst","USD","US",0,"US","M",11.660776342649
2022,"SE","FT","Data Analyst","USD","US",0,"US","M",11.3103930375601
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.0725412529057
2022,"MI","FT","Data Engineer","GBP","GB",0,"GB","M",11.4943337042791
2022,"MI","FT","Data Analyst","USD","US",0,"US","S",10.9681982895286
2022,"SE","FT","Data Engineer","USD","US",100,"US","L",12.1205147571685
2022,"MI","FT","Data Analyst","GBP","GB",100,"GB","M",10.865726318313
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.1007121298723
2022,"MI","FT","Data Scientist","GBP","GB",0,"GB","M",11.184171366743
2022,"MI","FT","Data Scientist","GBP","GB",0,"GB","M",10.7321921968516
2022,"MI","FT","Data Engineer","EUR","GR",100,"GR","M",11.0966369950282
2022,"MI","FT","Data Engineer","EUR","GR",100,"GR","M",10.8089397592293
2022,"MI","FT","Data Engineer","GBP","GB",100,"GB","M",11.2711850591236
2022,"MI","FT","Data Engineer","GBP","GB",100,"GB","M",10.9834944968787
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.4684369099977
2022,"SE","FT","Data Science Engineer","USD","AR",100,"MX","L",11.0020998412042
2022,"MI","FT","Data Engineer","USD","US",0,"US","M",11.0650746403656
2022,"MI","FT","Machine Learning Scientist","USD","US",100,"US","L",11.982929094216
2022,"MI","FT","Machine Learning Scientist","USD","US",100,"US","L",11.6289291407265
2022,"MI","FT","Data Science Manager","USD","US",100,"US","M",12.3925522124728
2022,"MI","FT","Data Science Manager","USD","US",100,"US","M",11.9766594812024
2022,"SE","FT","Data Scientist","USD","US",0,"US","M",12.1007121298723
2022,"SE","FT","Data Scientist","USD","US",0,"US","M",11.289781913656
2022,"MI","FT","Data Engineer","USD","US",0,"US","M",11.3253903411234
2022,"SE","FT","Data Engineer","USD","US",100,"US","L",11.5208936346194
2022,"MI","FT","Data Engineer","EUR","ES",100,"ES","M",10.8089397592293
2022,"SE","FT","Data Scientist","USD","US",0,"US","L",11.8522507705738
2022,"MI","FT","Data Analyst","GBP","GB",100,"GB","M",10.5780378785637
2022,"MI","FT","Data Analyst","EUR","ES",100,"ES","M",10.6911718869201
2022,"MI","FT","Data Analyst","EUR","ES",100,"ES","M",10.4034746511211
2022,"MI","FT","Data Engineer","EUR","ES",100,"ES","M",11.38431906748
2022,"MI","FT","Data Engineer","EUR","ES",100,"ES","M",11.2507811763063
2022,"MI","FT","Data Engineer","GBP","GB",100,"GB","M",11.5588734988729
2022,"MI","FT","Data Engineer","GBP","GB",100,"GB","M",11.4253393774116
2022,"MI","FT","Data Engineer","EUR","ES",100,"ES","M",11.0966369950282
2022,"MI","FT","Data Engineer","EUR","GR",100,"GR","M",11.38431906748
2022,"SE","FT","Machine Learning Engineer","USD","US",0,"US","M",12.152935547117
2022,"SE","FT","Machine Learning Engineer","USD","US",0,"US","M",12.0136765101646
2022,"MI","FT","Data Analyst","EUR","GR",100,"GR","M",10.6911718869201
2022,"MI","FT","Data Analyst","EUR","GR",100,"GR","M",10.4034746511211
2022,"MI","FT","Data Engineer","GBP","GB",100,"GB","M",11.4943337042791
2022,"MI","FT","Data Engineer","GBP","GB",100,"GB","M",11.2711850591236
2022,"SE","FT","Data Scientist","USD","US",0,"US","L",12.2797876833525
2022,"MI","FT","Data Engineer","EUR","GR",100,"GR","M",11.2507811763063
2022,"SE","FT","Data Engineer","USD","US",100,"US","L",12.2505678854167
2022,"SE","FT","Data Engineer","USD","US",100,"US","L",11.9485964151355
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.1007121298723
2022,"EN","FT","ML Engineer","EUR","PT",100,"PT","L",9.99802470636012
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.289781913656
2022,"MI","FT","Machine Learning Developer","CAD","CA",100,"CA","M",11.2745540561252
2022,"EX","FT","Director of Data Science","CAD","CA",50,"CA","L",12.1908524030533
2022,"MI","FT","Machine Learning Engineer","USD","US",100,"US","S",11.6952470217642
2022,"EN","FT","Computer Vision Engineer","USD","US",0,"US","M",11.7360690162844
2022,"MI","FT","NLP Engineer","CNY","US",50,"US","L",10.5250313142364
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.5617156291397
2022,"SE","FT","Lead Machine Learning Engineer","EUR","DE",0,"DE","M",11.38431906748
2022,"MI","FT","Business Data Analyst","INR","IN",100,"IN","M",9.82238595109909
2022,"MI","FT","Data Scientist","INR","IN",100,"IN","L",10.3613869704927
2022,"MI","FT","Machine Learning Infrastructure Engineer","EUR","PT",50,"PT","L",10.972585204654
2022,"EN","FT","Financial Data Analyst","USD","US",50,"US","L",11.5129254649702
2022,"MI","PT","Data Engineer","EUR","DE",50,"DE","L",10.9143063402536
2022,"EN","FT","Data Scientist","INR","IN",100,"IN","M",9.82238595109909
2022,"SE","FT","Principal Data Scientist","EUR","DE",100,"DE","M",11.9995034771182
2022,"EN","FT","Data Engineer","USD","US",100,"US","M",11.6952470217642
2022,"SE","FT","Research Scientist","USD","US",50,"US","L",11.8775685785581
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.5606674609556
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.5129254649702
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8493977015914
2022,"MI","FT","Data Analyst","USD","US",100,"US","M",11.8130300574206
2022,"MI","FT","Data Analyst","USD","US",100,"US","M",10.8197782844103
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.3013828253345
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8493977015914
2022,"MI","FT","Data Scientist","GBP","GB",0,"GB","M",12.1184865579715
2022,"MI","FT","Data Scientist","GBP","GB",0,"GB","M",11.4253393774116
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.1286514985616
2022,"SE","FT","Machine Learning Engineer","USD","US",100,"US","M",12.3013828253345
2022,"MI","FT","Data Scientist","USD","US",100,"US","M",12.2060726455302
2022,"MI","FT","Data Scientist","USD","US",100,"US","M",11.6952470217642
2022,"SE","FT","Machine Learning Engineer","USD","AE",100,"AE","S",11.6952470217642
2022,"SE","FT","Machine Learning Engineer","USD","AE",100,"AE","S",11.0821425488778
2022,"EX","FT","Data Engineer","USD","US",100,"US","M",12.6884987947745
2022,"EX","FT","Data Engineer","USD","US",100,"US","M",12.2830336866663
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.2548628096996
2022,"SE","FT","Machine Learning Engineer","USD","US",100,"US","M",11.6952470217642
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.3458345879053
2022,"EN","PT","Data Scientist","USD","DZ",50,"DZ","M",11.5129254649702
2022,"MI","FL","Data Scientist","USD","CA",100,"US","M",11.5129254649702
2022,"EN","CT","Applied Machine Learning Scientist","EUR","TN",100,"CZ","M",10.3695772824607
2022,"SE","FT","Head of Data","USD","MY",100,"US","M",12.2060726455302
2022,"MI","FT","Principal Data Analyst","USD","CA",100,"CA","S",11.2252433925184
2022,"MI","FT","Data Scientist","PLN","PL",100,"PL","L",10.4798199785042
2022,"SE","FT","Machine Learning Developer","CAD","CA",100,"CA","M",11.2745540561252
2022,"SE","FT","Data Scientist","USD","BR",100,"US","M",11.5129254649702
2022,"MI","FT","Machine Learning Scientist","USD","US",50,"US","M",11.9381932003746
2022,"EN","FT","Data Engineer","EUR","PK",100,"DE","M",10.9688015558027
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.0137007528827
2022,"SE","FT","Research Scientist","EUR","FR",50,"FR","L",11.4449356616707
2022,"EN","FT","Data Scientist","CAD","CA",100,"CA","L",10.8665855315175
2022,"SE","FT","Machine Learning Engineer","EUR","NL",100,"NL","L",11.0453349218888
2022,"MI","FT","Head of Data","EUR","EE",100,"EE","S",10.4034746511211
2022,"EN","FT","Data Scientist","USD","JP",100,"MY","L",10.5966347330961
2022,"MI","FT","Machine Learning Engineer","AUD","AU",100,"AU","L",11.3785365619316
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.6526874073454
2022,"EN","FT","Data Scientist","AUD","AU",50,"AU","M",11.3702437642461
2022,"MI","FT","Applied Machine Learning Scientist","USD","BO",100,"US","L",11.2252433925184
2022,"MI","FT","Research Scientist","EUR","AT",0,"AT","L",11.0798167694252
2022,"EN","FT","Research Scientist","USD","US",100,"US","L",11.6952470217642
2022,"MI","FT","Applied Data Scientist","USD","US",100,"US","L",11.9640010843304
2022,"EN","FT","Computer Vision Software Engineer","USD","AU",100,"AU","S",11.9183905730784
2022,"MI","FT","Business Data Analyst","CAD","CA",50,"CA","L",11.1691949506669
2022,"EN","FT","Data Engineer","USD","US",100,"US","S",11.0821425488778
2022,"SE","FT","Machine Learning Engineer","EUR","IE",100,"IE","S",11.1766692050244
2022,"EN","FT","Data Analytics Engineer","USD","PK",0,"PK","M",9.90348755253613
2022,"MI","FT","Data Scientist","USD","RU",100,"US","S",10.77895628989
2022,"SE","FT","Data Science Manager","USD","US",100,"US","M",11.9349198750296
2022,"MI","FT","Data Engineer","EUR","FR",100,"FR","M",11.1294224156128
2022,"MI","FT","Data Scientist","CHF","CH",0,"CH","L",11.7146083752428
2022,"SE","FT","Applied Data Scientist","USD","US",100,"US","L",12.8479265317026
2022,"MI","FT","Data Scientist","CAD","CA",100,"CA","M",11.1467195308142
2022,"EN","FT","Computer Vision Engineer","USD","PT",100,"LU","M",9.21034037197618
2022,"MI","FT","Data Analyst","USD","GR",100,"GR","S",9.90348755253613
2022,"SE","FT","Data Analytics Lead","USD","US",100,"US","L",12.9116423460887
2022,"MI","FT","Data Scientist","USD","US",100,"US","L",11.8130300574206
2022,"SE","FT","Applied Data Scientist","USD","US",100,"US","L",12.083905011556
2022,"MI","FT","Data Scientist","USD","US",100,"US","M",11.2644641056717
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.8130300574206
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.5129254649702
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.4111141988235
2022,"MI","FT","Data Analyst","USD","CA",0,"CA","M",11.3504065354725
2022,"MI","FT","Data Analyst","USD","CA",0,"CA","M",11.2252433925184
2022,"SE","FT","Machine Learning Engineer","USD","US",100,"US","M",12.273731294004
2022,"SE","FT","Machine Learning Engineer","USD","US",100,"US","M",12.1683707783462
2022,"SE","FT","Data Architect","USD","US",100,"US","M",12.4927542176484
2022,"SE","FT","Data Architect","USD","US",100,"US","M",12.2696106663342
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.6342577501378
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.9511803959014
2022,"MI","FT","Data Scientist","USD","US",0,"US","M",11.8586405686726
2022,"MI","FT","Data Scientist","USD","US",0,"US","M",11.5337080041528
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.660776342649
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.3103930375601
2022,"MI","FT","Data Engineer","USD","US",0,"US","M",12.2390189077288
2022,"MI","FT","Data Engineer","USD","US",0,"US","M",11.5038847203181
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.7752897294377
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.6526874073454
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.6127707999399
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.7752897294377
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.5033800521267
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.982929094216
2022,"SE","FT","Data Scientist","USD","US",0,"US","L",12.232227603007
2022,"SE","FT","Data Scientist","USD","US",0,"US","L",11.8522507705738
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.0782392740203
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8775685785581
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.2065725205718
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.982929094216
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.8844890214027
2022,"SE","FT","Data Engineer","USD","US",0,"US","M",11.1633679888004
2022,"SE","FT","Data Scientist","USD","US",0,"US","M",12.232227603007
2022,"SE","FT","Data Scientist","USD","US",0,"US","M",11.8522507705738
2022,"SE","FT","Analytics Engineer","USD","US",0,"US","M",12.232227603007
2022,"SE","FT","Analytics Engineer","USD","US",0,"US","M",12.1264881661873
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.0731125182739
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.8511818233849
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.6626377381986
2022,"SE","FT","Data Engineer","USD","US",0,"US","M",10.8967393255464
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",12.0435537160324
2022,"MI","FT","Data Analyst","GBP","GB",0,"GB","M",11.0888584084624
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.289781913656
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8493977015914
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.2548628096996
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8493977015914
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.5129254649702
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.1418617835794
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.2548628096996
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8493977015914
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.2548628096996
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.91889044812
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.5129254649702
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",10.1266311038503
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.7479975871497
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.5736442000049
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",12.3018827003761
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.9834289692576
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.5617156291397
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.6166095762471
2022,"MI","FT","Data Analyst","GBP","GB",0,"GB","M",10.7321921968516
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.8493977015914
2022,"SE","FT","Data Analyst","USD","US",0,"US","M",11.5028751291167
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.0020998412042
2022,"SE","FT","Data Architect","USD","US",100,"US","M",12.1681838449874
2022,"SE","FT","Data Architect","USD","US",100,"US","M",11.8834816175901
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.3458345879053
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",11.9183905730784
2022,"SE","FT","Data Analytics Manager","USD","US",100,"US","M",11.9201224059232
2022,"SE","FT","Data Analytics Manager","USD","US",100,"US","M",11.6016686748046
2022,"SE","FT","Data Scientist","USD","US",100,"US","M",12.2548628096996
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",12.0435537160324
2022,"MI","FT","Data Scientist","USD","US",100,"US","M",11.982929094216
2022,"MI","FT","Data Scientist","USD","US",100,"US","M",11.7752897294377
2022,"EN","FT","Data Analyst","USD","CA",0,"CA","M",11.1124478983731
2022,"EN","FT","Data Analyst","USD","CA",0,"CA","M",10.8589989975636
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.9447078813958
2022,"SE","FT","Data Engineer","USD","US",100,"US","M",11.7440371859336
2022,"SE","FT","Data Analyst","USD","US",0,"US","M",11.7675676833438
2022,"SE","FT","Data Analyst","USD","US",100,"US","M",11.9183905730784
2022,"MI","FT","AI Scientist","USD","IN",100,"US","L",12.2060726455302
