"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","has_clean","in_manhattan"
907966,"1 rm @ 3BR artist loft williamsburg",4864306,"Joseph","Brooklyn","Greenpoint",40.72676,-73.95529,"Private room",50,2,30,"2019-07-02",0.42,3,249,0,0
28359512,"East Village Pad with a View",131454177,"Ali","Manhattan","East Village",40.72907,-73.98388,"Entire home/apt",195,7,0,"",NA,1,295,0,1
16350271,"Cozy Bedroom in the heart of Williamsburg",107058927,"Laura","Brooklyn","Williamsburg",40.71957,-73.95828,"Private room",50,4,0,"",NA,1,0,0,0
12287516,"Flat on President - Private Room",66215731,"Eric","Brooklyn","Park Slope",40.67719,-73.98142,"Private room",50,1,113,"2019-06-16",2.87,2,352,0,0
21022856,"Your Home in NYC, 3 bdrm, 2 bath, 5 min to metro!!",22194698,"Joe & Jay","Brooklyn","Bedford-Stuyvesant",40.69012,-73.9257,"Entire home/apt",135,2,89,"2019-07-05",4.14,2,139,0,0
28917781,"Walk in Basement Room with Window",35927005,"Kathy","Brooklyn","Borough Park",40.63586,-74.00597,"Private room",55,1,1,"2018-10-20",0.11,10,298,0,0
19433585,"Comfy and private garden bedroom",3130452,"Jamba-Djang","Brooklyn","Bedford-Stuyvesant",40.69678,-73.94409,"Private room",40,3,0,"",NA,1,0,0,0
35907876,"Gorgeous 2BR / 2BA & Patio in Prime East Village",269825284,"Sam","Manhattan","East Village",40.73085,-73.9837,"Entire home/apt",315,5,2,"2019-07-03",2,1,249,0,1
9514935,"Lovely East Williamsburg room",38342237,"Leonore","Brooklyn","Williamsburg",40.70725,-73.94187,"Private room",66,2,0,"",NA,1,0,0,0
7082866,"Comfy Alcove Studio",6766728,"Javier","Manhattan","East Village",40.72639,-73.98756,"Entire home/apt",150,4,1,"2016-01-02",0.02,1,0,0,1
16507990,"Cozy Upper West Private Floor",108489381,"Shane","Manhattan","Upper West Side",40.78296,-73.98284,"Private room",165,1,1,"2017-01-02",0.03,1,0,0,1
24042606,"Modern sunlit apartment in the heart of Bushwick",91427536,"Yoav","Brooklyn","Bushwick",40.69642,-73.9243,"Private room",45,5,5,"2019-04-20",0.58,2,3,0,0
11552402,"Comfy NYC Studio 15 Min. To Midtown",60990988,"Terrence","Manhattan","Harlem",40.81032,-73.95415,"Entire home/apt",90,2,198,"2019-06-19",4.87,1,39,0,1
36419441,"Murray Hill Masterpiece",273824202,"David","Manhattan","Murray Hill",40.74404,-73.97239,"Entire home/apt",129,2,0,"",NA,1,0,0,1
6555997,"Sunny, Clean & Spacious in the LES",11513446,"Erica","Manhattan","Lower East Side",40.71908,-73.99446,"Entire home/apt",150,3,2,"2016-01-01",0.04,1,0,1,1
28642786,"Excellent Loc best value Midtown studio/nearMacy’s",9698896,"Sanyam","Manhattan","Midtown",40.74971,-73.98682,"Entire home/apt",108,2,6,"2019-05-29",0.62,1,0,0,1
14330713,"Opera House Lofts - Bushwick Studio",10022166,"David","Brooklyn","Bushwick",40.69938,-73.93547,"Entire home/apt",95,1,9,"2018-02-25",0.25,1,0,0,0
998423,"Great space minutes from Manhattan!",2765234,"Casey","Queens","Astoria",40.7603,-73.91395,"Private room",75,4,19,"2019-04-25",0.52,1,10,0,0
34709658,"Hudson Yards 2 bedrooms apartment- 4-5 ppl",240099532,"Luiggi","Manhattan","Hell's Kitchen",40.75445,-73.99707,"Entire home/apt",269,2,8,"2019-06-26",5.45,1,252,0,1
34836661,"Become a New Yorker in Bushwick!",6605565,"Samantha","Brooklyn","Bushwick",40.69941,-73.91186,"Private room",70,3,3,"2019-07-01",3,1,27,0,0
35008478,"3 Bedroom Apt in Times Square",263744711,"Jennifer","Manhattan","Hell's Kitchen",40.76299,-73.99478,"Entire home/apt",400,3,1,"2019-06-25",1,1,278,0,1
36143214,"Cute 1 Bedroom Bungalow-Steps to Beach&Subway",271844440,"Timothy","Queens","Rockaway Beach",40.59087,-73.81143,"Entire home/apt",139,1,0,"",NA,3,166,0,0
20913,"Charming 1 bed GR8 WBurg LOCATION!",79402,"Christiana","Brooklyn","Williamsburg",40.70984,-73.95775,"Entire home/apt",100,5,168,"2018-07-22",1.57,1,0,0,0
34255740,"Private, 2-story apartment, near the Highline",141713689,"Nawar","Manhattan","Chelsea",40.74475,-74.00108,"Entire home/apt",134,7,3,"2019-06-23",2.65,1,13,0,1
33267342,"Spectacular Luxury Park Slope Brownstone",15101609,"Rebecca","Brooklyn","Park Slope",40.67591,-73.97689,"Entire home/apt",700,3,0,"",NA,1,239,0,0
5846050,"Cozy Harlem Stay",22534207,"Jemar","Manhattan","East Harlem",40.80906,-73.93686,"Private room",75,2,45,"2019-06-03",0.94,1,123,0,1
34045372,"Soulful studio space near Yankees Stadium",12463953,"Derrick","Bronx","Mott Haven",40.81865,-73.93014,"Entire home/apt",107,2,0,"",NA,1,81,0,0
11710327,"Beautiful Ft. Greene Guest Suite w/ Full Kitchen",62249912,"Myra","Brooklyn","Fort Greene",40.6876,-73.97083,"Private room",115,28,39,"2018-01-01",1.05,1,3,0,0
36420855,"1900s 1 Bed Rockaway Beach Bungalow-ByMTA&Beach",271885652,"Elizabeth","Queens","Rockaway Beach",40.58893,-73.81347,"Entire home/apt",89,1,0,"",NA,4,175,0,0
22454253,"Spacious 1-Bedrm Apt Washington Heights Manhattan",132883674,"Derek","Manhattan","Washington Heights",40.84777,-73.94241,"Entire home/apt",160,1,3,"2018-03-18",0.17,3,0,0,1
26192545,"Williamsburg Bedroom with TV, AC, WiFi & Library",19665329,"Patrick","Brooklyn","Williamsburg",40.71045,-73.9441,"Private room",40,5,3,"2018-11-02",0.27,1,0,0,0
24387440,"Midtown East Prime UN Location",184065290,"Keren","Manhattan","Midtown",40.75418,-73.9664,"Entire home/apt",180,30,16,"2018-12-12",1.08,1,3,0,1
16205941,"Cozy 1 bedroom in brooklyn 30max to manhattan",63834432,"Camille","Brooklyn","Williamsburg",40.70781,-73.93926,"Private room",58,1,1,"2016-12-08",0.03,1,0,0,0
10050536,"Studio Loft in Greenpoint",47554473,"Henry Norman","Brooklyn","Greenpoint",40.72766,-73.94393,"Entire home/apt",179,3,36,"2019-06-14",0.84,13,53,0,0
20265104,"West Village Haven",9121940,"Joseph","Manhattan","West Village",40.73574,-74.00121,"Entire home/apt",290,14,0,"",NA,1,341,0,1
16288338,"CLEAN, SAFE, PLACE; Bed-Stuy Brooklyn.",99494083,"Eunice","Brooklyn","Bedford-Stuyvesant",40.68322,-73.93073,"Entire home/apt",115,5,47,"2019-06-01",1.53,2,91,1,0
28084157,"Couple room w/attached bath. In heart of Flushing",205745676,"Liqin","Queens","Flushing",40.75746,-73.82013,"Private room",89,1,28,"2019-07-07",2.78,9,346,0,0
16230581,"Cozy apartment in the heart of Williamsburg!",326185,"Martina","Brooklyn","Williamsburg",40.71532,-73.95563,"Entire home/apt",108,3,3,"2017-07-28",0.1,1,0,0,0
33751577,"Luxury 3 Bed FiDi Charm Doorman Elevator | Laundry",254429373,"James","Manhattan","Financial District",40.70563,-74.00919,"Entire home/apt",325,5,7,"2019-06-09",2.84,1,131,0,1
15857334,"5 Star Luxury Suite Heart of Manhattan",26556695,"Alyssa","Manhattan","Midtown",40.76042,-73.97345,"Entire home/apt",1020,1,12,"2019-05-22",0.39,6,365,0,1
5030256,"Spacious Room in Apt with Backyard",8707742,"Kanhar","Brooklyn","Bedford-Stuyvesant",40.6955,-73.94385,"Private room",70,2,0,"",NA,1,0,0,0
22176782,"Lovely Room in East Williamsburg",77792023,"Hugo B.","Brooklyn","Bushwick",40.70391,-73.92593,"Private room",40,2,4,"2018-01-14",0.21,1,0,0,0
13662078,"Bright Spacious in S Williamsburg",182226,"Alina","Brooklyn","Williamsburg",40.70845,-73.95397,"Entire home/apt",135,7,9,"2019-06-06",0.25,1,7,0,0
21677581,"The Kipsey - A One Bedroom Apartment",157183215,"Wendy","Manhattan","Kips Bay",40.7398,-73.98163,"Entire home/apt",175,2,1,"2018-01-03",0.05,1,3,0,1
33585686,"Nolita Gem",253073362,"Jia","Manhattan","Nolita",40.72175,-73.99544,"Entire home/apt",145,5,3,"2019-06-29",2.5,1,7,0,1
7804337,"Williamsburg Studio Apartment",41079797,"Emma Leigh","Brooklyn","Williamsburg",40.71158,-73.94653,"Entire home/apt",94,1,28,"2019-06-16",0.62,1,274,0,0
2017397,"☆ DESIGN Spacious ☆ 1 BR Sleeps 4 Brooklyn Museum",2496464,"Monica","Brooklyn","Crown Heights",40.66687,-73.95619,"Entire home/apt",150,5,68,"2019-07-01",1.07,1,202,0,0
21244035,"Hillside Hotel",134184451,"Hillside Hotel","Queens","Jamaica",40.70319,-73.8141,"Private room",135,1,2,"2018-06-10",0.09,18,365,0,0
1918693,"Lovely Bedrooms in Artist's Home",9947332,"Lorelei & Alex","Brooklyn","Clinton Hill",40.68474,-73.9632,"Private room",98,4,245,"2019-06-10",3.61,1,247,0,0
9998296,"Beautiful Modern Large 1 Bedroom",36865981,"Samantha","Brooklyn","Crown Heights",40.67665,-73.95534,"Entire home/apt",115,3,1,"2017-01-01",0.03,1,0,0,0
20760274,"New Building w/ Rooftop & Laundry, Cozy Room",24417778,"Auni (Masroor)","Brooklyn","Bedford-Stuyvesant",40.67927,-73.94758,"Private room",88,4,1,"2017-09-15",0.05,1,0,0,0
21112291,"Entire Home / Apt in Williamsburg + Rooftop",21383928,"Kevin","Brooklyn","Williamsburg",40.71195,-73.95872,"Entire home/apt",125,3,40,"2019-07-03",1.85,1,0,0,0
15087800,"Private Bedroom in Queen -JFK 8mins",74331597,"Nickesha","Queens","St. Albans",40.68461,-73.76899,"Private room",65,1,98,"2019-06-23",2.87,5,180,0,0
15655332,"Spacious Brooklyn Loft Apartment & Rooftop Deck",36743809,"Hilary","Brooklyn","Williamsburg",40.71443,-73.94153,"Entire home/apt",300,2,2,"2016-11-26",0.06,1,310,0,0
8866178,"Clean cozy and convenient stay",1596626,"Gypsy","Manhattan","Hell's Kitchen",40.76262,-73.98677,"Entire home/apt",135,2,115,"2019-06-23",2.56,1,19,1,1
11928097,"Sunny room in a 2 bedroom apartment",17737517,"Martin","Manhattan","East Harlem",40.80012,-73.94272,"Private room",65,1,0,"",NA,1,0,0,1
10199699,"Welcome Students!  Huge Very Private Uptown Room",16978120,"Chip","Manhattan","Harlem",40.83,-73.94931,"Private room",65,30,0,"",NA,2,308,0,1
1741622,"Cozy NY-style 1BDRM Apartment UES.",652092,"Art","Manhattan","Upper East Side",40.76358,-73.95895,"Entire home/apt",90,80,20,"2016-10-31",0.29,1,203,0,1
8511404,"Big bed, cosy room, groovy LES apt!",21180293,"Illtyd","Manhattan","Chinatown",40.71342,-73.99045,"Private room",90,2,47,"2019-06-24",1.04,1,28,0,1
5695509,"Private room in great apt bwick",15897880,"Sander","Queens","Ridgewood",40.70066,-73.90964,"Private room",50,1,0,"",NA,1,0,0,0
25843611,"Family-friendly 2BR, Prime Upper West Side",194180091,"Liz","Manhattan","Upper West Side",40.79114,-73.97787,"Entire home/apt",175,6,3,"2018-12-30",0.23,1,0,0,1
21028467,"Garden Apartment in South Slope",76450538,"Pat","Brooklyn","Sunset Park",40.65331,-74.00814,"Private room",80,4,0,"",NA,1,0,0,0
25723733,"Cozy place.",183240218,"Adedeji","Queens","Jamaica",40.67051,-73.77693,"Private room",65,1,74,"2019-06-14",6.05,1,211,0,0
29113996,"Lovely double bedroom in the centre of it all",24405003,"Bianca","Manhattan","Chinatown",40.7147,-73.99279,"Private room",106,2,9,"2019-05-25",1.12,3,117,0,1
35128367,"Magnificent Fort Greene Home- 3 Floors",11742777,"Inbar","Brooklyn","Fort Greene",40.68647,-73.96959,"Entire home/apt",550,2,1,"2019-06-16",1,1,43,0,0
6018589,"Charming Private Room",31241183,"Lilian","Manhattan","Washington Heights",40.83741,-73.93928,"Private room",65,2,36,"2019-06-22",0.74,2,273,0,1
4397455,"Quiet 2 bedroom retreat in the heart of Brooklyn",5912357,"Gina","Brooklyn","Canarsie",40.63269,-73.90358,"Entire home/apt",85,4,60,"2019-06-22",1.12,1,247,0,0
4152752,"Location is Everything. And Quiet Too!",21546973,"Niko","Manhattan","Hell's Kitchen",40.76444,-73.98965,"Private room",103,1,394,"2019-06-30",6.79,1,237,0,1
21230213,"Beautiful Room in Bed-Stuy Apartment",125549620,"Ashley","Brooklyn","Bedford-Stuyvesant",40.68527,-73.93924,"Private room",35,2,1,"2017-10-25",0.05,1,0,0,0
23606804,"Sunny One Bedroom in Bed Stuy Close to Train",5225104,"Malissa","Brooklyn","Bedford-Stuyvesant",40.68016,-73.91054,"Entire home/apt",68,3,19,"2019-06-28",1.23,1,28,0,0
30065172,"Bedroom in cosy apt in Williamsburg, Brooklyn",49546136,"Victoire","Brooklyn","Williamsburg",40.71235,-73.95764,"Private room",79,4,0,"",NA,1,0,0,0
20729909,"Two-storey Park Slope Apartment",12776165,"Morgan","Brooklyn","Park Slope",40.67884,-73.97493,"Entire home/apt",120,3,7,"2019-04-28",0.35,1,0,0,0
23071191,"Simple and clean WaHi living room!",92192182,"Alyssa","Manhattan","Washington Heights",40.84697,-73.93776,"Shared room",29,1,13,"2018-06-18",0.75,2,0,1,1
21547791,"Crown Heights Newly Renovated 3 Bedroom Apartment",88001494,"Mendy","Brooklyn","Crown Heights",40.66389,-73.93736,"Private room",150,2,16,"2019-06-11",0.87,3,66,0,0
22231558,"Spacious 3BR/3BA in the East Village",7002074,"Ryder","Manhattan","East Village",40.72625,-73.97822,"Entire home/apt",250,2,2,"2017-12-30",0.1,1,0,0,1
20943288,"Williamsburg's BEST location Apartment",127726243,"Daniela","Brooklyn","Greenpoint",40.71951,-73.95397,"Entire home/apt",200,7,6,"2017-12-10",0.27,1,0,0,0
1934444,"Havemeyer Holiday",4393358,"Cj","Brooklyn","Williamsburg",40.71674,-73.95262,"Private room",80,10,5,"2014-11-01",0.07,1,0,0,0
1335510,"Bright & cosy Williamsburg apt",4202236,"John","Brooklyn","Williamsburg",40.71657,-73.9597,"Entire home/apt",115,7,3,"2013-11-21",0.04,1,0,0,0
18456975,"Fully furnished Studio Apt near Columbus Circle",30283594,"Kara","Manhattan","Midtown",40.76547,-73.98216,"Entire home/apt",199,30,0,"",NA,121,189,0,1
8901538,"WELCOME TO MY HUMBLE ABODE!!!!!",46562860,"Paisha","Bronx","Longwood",40.82226,-73.88906,"Private room",60,3,8,"2018-01-03",0.19,1,363,0,0
1313593,"GORGEOUS SUNNY LOFT w/ 15 WINDOWS",7138163,"Ruby","Manhattan","East Village",40.72353,-73.99059,"Entire home/apt",465,30,11,"2019-05-29",0.18,1,273,0,1
1336223,"Safe, Sunny, Quiet Chelsea Apt has Washer/Dryer",7245581,"Michael","Manhattan","Chelsea",40.74913,-73.99575,"Entire home/apt",93,39,25,"2019-05-13",0.35,19,245,0,1
28278875,"Cozy Comfortable Studio Suite",213568384,"Shama","Brooklyn","Canarsie",40.63814,-73.90002,"Entire home/apt",75,1,68,"2019-07-05",7.58,1,258,0,0
33241498,"2 Rooms in pvt house-15 mins to NYC & free ferry",161357125,"Mohsin","Staten Island","Emerson Hill",40.61035,-74.11711,"Entire home/apt",78,2,11,"2019-07-03",3.88,3,38,0,0
1961288,"Gorgeous Modern Downtown Condo with Stunning Views",1321170,"Dave","Manhattan","Lower East Side",40.72139,-73.99271,"Entire home/apt",220,2,85,"2019-06-20",1.27,1,305,0,1
13416840,"Modern Luxury apt in Design Centric Building",65590212,"Andrew","Brooklyn","Downtown Brooklyn",40.69805,-73.9846,"Entire home/apt",150,2,16,"2016-11-16",0.43,1,0,0,0
23611312,"Spacious & Cozy Historical Flat",19922549,"Dan","Manhattan","Two Bridges",40.7115,-73.9952,"Entire home/apt",300,3,24,"2019-06-30",1.76,1,32,0,1
13006794,"Fully Furnished 1 Bedroom UWS APT",10838145,"Yaakov (Jacob)","Manhattan","Upper West Side",40.798,-73.96317,"Entire home/apt",74,2,8,"2016-08-24",0.21,1,0,0,1
29063413,"Large luxury 1 BR with views, greenwich village!",30782359,"Tracey","Manhattan","Greenwich Village",40.73069,-73.9932,"Entire home/apt",350,2,5,"2019-05-19",0.59,1,0,0,1
15484888,"Sunny and Spacious Modern BK Heights Studio",10711869,"Ayesha","Brooklyn","Downtown Brooklyn",40.69211,-73.99092,"Entire home/apt",170,2,21,"2019-05-26",0.64,1,8,0,0
35033521,"Shared room in Midtown Near Times Square 5",263880607,"Ahmet","Manhattan","Hell's Kitchen",40.76356,-73.98814,"Shared room",77,1,2,"2019-06-23",1.62,7,362,0,1
19093551,"Studio in Brooklyn",1295284,"Sue","Brooklyn","Midwood",40.61402,-73.94467,"Entire home/apt",70,7,0,"",NA,1,0,0,0
33791537,"Beautiful Veteran owned townhome",93763302,"Demacoy","Queens","Arverne",40.59908,-73.79133,"Entire home/apt",137,1,4,"2019-06-02",2.18,1,273,0,0
18043457,"Spacious Private Room in Nolita",15651644,"Alan","Manhattan","Chinatown",40.71866,-73.99633,"Private room",120,3,1,"2017-05-21",0.04,1,0,0,1
19080983,"Convenient Home near train Subway & Airports",59089796,"Sara","Queens","Richmond Hill",40.70288,-73.81955,"Entire home/apt",104,2,78,"2019-06-26",3.26,2,65,0,0
21053044,"RESIDENCE NEAR JFK (TB3)",145727343,"Janelle","Queens","Jamaica",40.68501,-73.79162,"Private room",33,1,7,"2019-06-25",0.35,3,139,0,0
27756639,"Comfortable Place with Dimple",209306758,"Harriet","Bronx","Baychester",40.8773,-73.84329,"Private room",53,3,12,"2019-06-14",1.2,2,356,0,0
8067561,"Private room with queen size bed.",19510122,"Frank","Brooklyn","Prospect-Lefferts Gardens",40.65603,-73.95798,"Private room",40,2,9,"2016-09-11",0.2,1,0,0,0
32403617,"NEW! Modern 1BR Apartment in Heart of NYC!",79729447,"Joe","Bronx","Throgs Neck",40.8149,-73.81545,"Entire home/apt",125,3,1,"2019-06-09",1,1,365,0,0
27079532,"NEW YORK CITY MANHATTAN STUDIO.",88900561,"Camry","Manhattan","East Harlem",40.80203,-73.93885,"Shared room",60,1,17,"2019-03-01",1.48,1,0,0,1
126443,"☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests",627217,"Seith","Manhattan","East Village",40.72939,-73.98857,"Entire home/apt",189,2,403,"2019-07-07",4.1,3,201,0,1
32162250,"Lovely and Bright Astoria apartment",241277495,"Virginie","Queens","Astoria",40.75864,-73.92782,"Entire home/apt",225,5,1,"2019-06-15",1,1,30,0,0
18372104,"Luxury 2 BR Apartment, Columbus Circle",127218433,"Caroline","Manhattan","Upper West Side",40.76989,-73.98229,"Entire home/apt",220,30,4,"2018-12-15",0.16,1,124,0,1
28734815,"Brand New Modern 1+2 Apt",57294304,"Ekin","Manhattan","Hell's Kitchen",40.76464,-73.98737,"Entire home/apt",250,1,0,"",NA,1,0,0,1
24958209,"2 Bedroom Garden Getaway",65903420,"Brendan","Brooklyn","Crown Heights",40.66673,-73.96158,"Entire home/apt",139,3,43,"2019-05-26",3.28,1,68,0,0
28033675,"Convenient, shared-studio in LIC/Sunnyside",5340329,"Cassidy","Queens","Sunnyside",40.74342,-73.91538,"Shared room",72,2,0,"",NA,2,0,0,0
16015571,"Bright and Spacious Living Room.",39261381,"Nathaniel","Brooklyn","Flatlands",40.62531,-73.93414,"Shared room",22,1,20,"2019-07-03",1.28,2,160,0,0
18569279,"ENTIRE HOME- UPPER EAST SIDE, NYC",4677247,"Elizabeth","Manhattan","Upper East Side",40.77973,-73.95039,"Entire home/apt",150,2,17,"2019-05-15",0.71,1,338,0,1
17543905,"P",7976263,"Amelia","Manhattan","Chelsea",40.74431,-73.9922,"Private room",100,5,3,"2017-04-12",0.11,1,0,0,1
13694429,"Convenient Manhattan room above express trains",79738917,"Kaushik","Manhattan","Harlem",40.80968,-73.95355,"Private room",69,4,0,"",NA,1,0,0,1
11065633,"Luxury Doorman Building/Murray Hill",19340034,"Ross","Manhattan","Gramercy",40.73788,-73.98103,"Private room",150,1,2,"2016-03-13",0.05,1,0,0,1
28391441,"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",214347105,"Roman","Manhattan","Midtown",40.75224,-73.96526,"Entire home/apt",449,3,23,"2019-05-19",2.36,8,326,0,1
278631,"West Village NYC Sun-filled Studio!",1132207,"Cathryne","Manhattan","West Village",40.73729,-74.00807,"Entire home/apt",250,30,7,"2013-04-21",0.08,1,35,0,1
31925535,"Luxury Duplex with large loft space and Terrace",1746041,"Jean-Yves","Brooklyn","Greenpoint",40.72242,-73.95076,"Entire home/apt",450,3,5,"2019-06-13",1.06,1,43,0,0
12318,"West Side Retreat",16800,"Cyn","Manhattan","Upper West Side",40.79009,-73.97927,"Private room",135,4,81,"2019-06-16",0.69,1,273,0,1
33956883,"Beautiful Cozy Private Room!",256403429,"Brenda","Brooklyn","East Flatbush",40.65214,-73.95159,"Private room",53,1,15,"2019-07-06",5.56,5,77,0,0
13905833,"1 BDR PRIME HELLS KITCHEN LOCATION",82444858,"Gilbert","Manhattan","Hell's Kitchen",40.7672,-73.98457,"Entire home/apt",150,3,0,"",NA,1,0,0,1
24916744,"Newly Renovated Full One Bedroom Brooklyn Apt",93359389,"David","Brooklyn","East Flatbush",40.65755,-73.92341,"Entire home/apt",80,2,18,"2019-06-18",1.46,1,39,0,0
9331413,"Beautiful Apartment in Center of Williamsburg",17433287,"Efrat","Brooklyn","Williamsburg",40.71786,-73.95588,"Entire home/apt",181,4,4,"2017-05-02",0.09,2,188,0,0
15966974,"Bright apartment in West SoHo with Roof Access",19536090,"Adriana","Manhattan","SoHo",40.72705,-74.00419,"Entire home/apt",375,2,14,"2019-05-19",0.73,2,335,0,1
29157794,"Full size room for rent",181885938,"Ismael","Queens","Elmhurst",40.73288,-73.87177,"Private room",55,2,8,"2019-06-29",0.9,2,315,0,0
4284158,"Homey East Village Private Bedroom ",22240717,"Steven","Manhattan","East Village",40.72833,-73.98917,"Private room",199,1,0,"",NA,1,0,0,1
29501807,"Sunny room with new Queen bed and large closet",77813945,"Andrew","Manhattan","East Village",40.72145,-73.97881,"Private room",75,4,5,"2019-05-26",1.9,1,33,0,1
15344255,"Trendy, Fully-Renovated Studio in West Chelsea",97842006,"Michael","Manhattan","Chelsea",40.74624,-74.00371,"Entire home/apt",225,1,51,"2019-06-29",1.63,1,9,0,1
33748535,"Contemporary Brooklyn Lifestyle Apt /JFK Airport 3",223375402,"Joyce","Brooklyn","East New York",40.66195,-73.8936,"Private room",65,2,1,"2019-05-13",0.52,4,352,0,0
5217507,"Great 1-bd apartment in Murray Hill",3510638,"Eugene","Manhattan","Murray Hill",40.74479,-73.97573,"Entire home/apt",149,5,13,"2018-05-20",0.24,1,0,0,1
27149630,"SPACIOUS 2BR 2 BATH IN UPPER EAST SIDE",200380610,"Pranjal","Manhattan","Upper East Side",40.77093,-73.95873,"Entire home/apt",285,30,0,"",NA,65,365,0,1
12343,"BEST BET IN HARLEM",47727,"Earl","Manhattan","Harlem",40.81175,-73.94478,"Entire home/apt",150,7,97,"2019-06-13",0.84,1,309,0,1
8648134,"5star review Beautiful&Spacious Apt",15954226,"Jen","Brooklyn","Bedford-Stuyvesant",40.68222,-73.95284,"Entire home/apt",130,7,2,"2015-11-02",0.04,1,0,0,0
21656310,"Room available on the Upper East Side, Manhattan",18844442,"Rabia","Manhattan","Upper East Side",40.77976,-73.95409,"Private room",100,2,16,"2018-02-20",0.8,1,0,0,1
32563657,"94TH STREET 3BR-3BA SUITE WITH DOORMAN-GYM",123745971,"Especial","Manhattan","Upper East Side",40.78399,-73.94725,"Private room",990,2,1,"2019-06-09",1,6,343,0,1
35740661,"Brickwall 3BR 5bed 10pl - Prime location Times Sq.",268847927,"Dae","Manhattan","Hell's Kitchen",40.762,-73.99158,"Entire home/apt",399,3,0,"",NA,1,218,0,1
13715977,"Cozy room in Central Harlem. Lively neighborhood.",60812510,"Lisa","Manhattan","Harlem",40.81818,-73.93905,"Private room",49,1,12,"2017-08-24",0.33,1,0,0,1
3132960,"Lovely Park Slope Pied a Terre",2472358,"Craig","Brooklyn","Park Slope",40.67668,-73.97718,"Entire home/apt",250,5,2,"2018-12-31",0.21,1,0,0,0
18283367,"Huge Private Furnished Bedroom - Inwood",126420866,"Nic","Manhattan","Inwood",40.86396,-73.9267,"Private room",50,5,2,"2017-05-20",0.08,1,0,0,1
13585495,"Great room in amazing Little Italy location!",15960548,"Nathan","Manhattan","Little Italy",40.71955,-73.99707,"Private room",110,2,1,"2016-09-14",0.03,1,0,0,1
30272649,"Monthly: Gorgeous 3 Story Brownstone",16099130,"Jane","Manhattan","East Harlem",40.80855,-73.93841,"Entire home/apt",232,23,1,"2019-01-06",0.16,1,0,0,1
4867016,"Charming Brooklyn Getaway",1968327,"Azza","Brooklyn","Bedford-Stuyvesant",40.69268,-73.95575,"Private room",70,2,6,"2019-05-20",0.12,1,365,0,0
19967657,"Sanjay's Art Lab - Prime LES - Quintessential NYC",16549535,"Sanjay","Manhattan","Lower East Side",40.71624,-73.98935,"Entire home/apt",50,1,6,"2018-09-28",0.28,1,0,0,1
4541102,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",23548583,"Shari","Brooklyn","East Flatbush",40.65262,-73.94211,"Entire home/apt",109,30,23,"2019-05-01",0.44,2,221,0,0
9316528,"Spacious Room in Beautiful Apartment in Brooklyn!",48356150,"Tomas","Brooklyn","Bedford-Stuyvesant",40.68465,-73.91528,"Private room",75,14,3,"2018-07-15",0.13,1,0,0,0
23524819,"Cat on a Venue",15919854,"Benjamin","Brooklyn","Flatbush",40.65104,-73.96275,"Private room",42,5,1,"2018-04-29",0.07,1,0,0,0
132516,"Forest Hills Apt minutes to midtown Manhattan",85330,"Jean","Queens","Forest Hills",40.70925,-73.85262,"Entire home/apt",97,3,28,"2019-07-01",1.21,3,209,0,0
14437093,"Sunny Alcove 1-bdrm- Rooftop with view & backyard!",4400586,"Carrie","Manhattan","East Village",40.72397,-73.98329,"Entire home/apt",129,7,10,"2019-02-10",0.29,1,0,0,1
21399985,"Beautiful, Spacious & Comfortable NYC Brownstone",7658248,"M","Manhattan","Harlem",40.80999,-73.95484,"Private room",85,2,76,"2019-06-13",3.68,2,0,0,1
30982252,"The Nest...",207078295,"Michelle","Queens","Ozone Park",40.66736,-73.83457,"Private room",60,1,0,"",NA,1,364,0,0
9270122,"Beautiful Room in Artistic Loft",48148603,"Ricardo","Brooklyn","Greenpoint",40.73469,-73.95778,"Private room",60,1,1,"2016-01-03",0.02,1,0,0,0
12003048,"Sleek 1 bedroom apt. near Times Square!",30283594,"Kara","Manhattan","Hell's Kitchen",40.76685,-73.98363,"Entire home/apt",239,30,0,"",NA,121,352,0,1
17680909,"(B) Great value & clean apartment in New York",119548006,"Steven","Queens","Fresh Meadows",40.73275,-73.79366,"Entire home/apt",45,2,142,"2019-07-03",5.03,2,2,1,0
17140782,"Williamsburg Loft",16868847,"Sophie","Brooklyn","Williamsburg",40.71779,-73.96337,"Private room",129,2,0,"",NA,1,0,0,0
59642,"Franklin St Flat in Trendy Greenpoint Brooklyn",274782,"Betty","Brooklyn","Greenpoint",40.73401,-73.95967,"Entire home/apt",135,2,69,"2019-05-19",0.67,1,12,0,0
19652739,"1 Bedroom/1 Livingroom on 21st and 8th in Chelsea",81531783,"Katie Knapp","Manhattan","Chelsea",40.74429,-73.99984,"Entire home/apt",130,26,39,"2019-06-28",1.71,1,29,0,1
29059768,"Gramercy 3 Bedroom - Central to Everything! #10294",28422641,"Dylan","Manhattan","Gramercy",40.73551,-73.98546,"Entire home/apt",350,2,29,"2019-07-05",3.27,1,65,0,1
